/	200	https://service-writer-final.vercel.app/
/how-it-works	200	https://service-writer-final.vercel.app/how-it-works
/features-guide	200	https://service-writer-final.vercel.app/features-guide
/pricing	200	https://service-writer-final.vercel.app/pricing
/find-provider	200	https://service-writer-final.vercel.app/find-provider
/faqs	200	https://service-writer-final.vercel.app/faqs
/contact	200	https://service-writer-final.vercel.app/contact
/about	200	https://service-writer-final.vercel.app/about
/advertising-network	200	https://service-writer-final.vercel.app/advertising-network
/partner-program	200	https://service-writer-final.vercel.app/partner-program
/white-glove-onboarding	200	https://service-writer-final.vercel.app/white-glove-onboarding
/blog	200	https://service-writer-final.vercel.app/blog
/blog/all-features-showcase	200	https://service-writer-final.vercel.app/blog/all-features-showcase
/insights	200	https://service-writer-final.vercel.app/insights
/careers	200	https://service-writer-final.vercel.app/careers
/support	200	https://service-writer-final.vercel.app/support
/knowledge-base	200	https://service-writer-final.vercel.app/knowledge-base
/privacy-policy	200	https://service-writer-final.vercel.app/privacy-policy
/terms	200	https://service-writer-final.vercel.app/terms
/security	200	https://service-writer-final.vercel.app/security
/login	200	https://service-writer-final.vercel.app/login
/login/business	200	https://service-writer-final.vercel.app/login/business
/login/dispatch	200	https://service-writer-final.vercel.app/login/dispatch
/login/technician	200	https://service-writer-final.vercel.app/login/technician
/login/magic-link	200	https://service-writer-final.vercel.app/login/magic-link
/admin/login	200	https://service-writer-final.vercel.app/admin/login
/signup	200	https://service-writer-final.vercel.app/signup
/forgot-password	200	https://service-writer-final.vercel.app/forgot-password
