/dashboard	200	https://service-writer-final.vercel.app/dashboard
/onboarding	200	https://service-writer-final.vercel.app/onboarding
/appointments	200	https://service-writer-final.vercel.app/appointments
/command-center	200	https://service-writer-final.vercel.app/command-center
/customers	200	https://service-writer-final.vercel.app/customers
/vehicles	200	https://service-writer-final.vercel.app/vehicles
/service-catalog	200	https://service-writer-final.vercel.app/service-catalog
/payments	200	https://service-writer-final.vercel.app/payments
/financials	200	https://service-writer-final.vercel.app/financials
/settings	200	https://service-writer-final.vercel.app/settings
/growth-tools?tab=email-testing	200	https://service-writer-final.vercel.app/growth-tools?tab=email-testing
/detailing-pricing	200	https://service-writer-final.vercel.app/detailing-pricing
/tire-pricing	200	https://service-writer-final.vercel.app/tire-pricing
/fleet-os	200	https://service-writer-final.vercel.app/fleet-os
/fleet-os/contracts	200	https://service-writer-final.vercel.app/fleet-os/contracts
/fleet-os/scheduler	200	https://service-writer-final.vercel.app/fleet-os/scheduler
/team-os	200	https://service-writer-final.vercel.app/team-os
/customer/dashboard	200	https://service-writer-final.vercel.app/customer/dashboard
/tech-app	200	https://service-writer-final.vercel.app/tech-app
